I260425 12:04:02.468396 835 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 12:04:02
I260425 12:05:01.802558 4633 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r23/3:/Table/{19-20}] 81  applied snapshot 27dec253 from (n1,s1):1 at applied index 21 as write (total=64ms data=764 B excise=true ingestion=5@64ms)
I260425 12:05:03.057547 4714 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r22/3:/Table/1{8-9}] 82  applied snapshot 6bdc742f from (n1,s1):1 at applied index 21 as write (total=65ms data=764 B excise=true ingestion=5@58ms)
I260425 12:05:03.328412 4780 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r83/3:/Table/{80-106}] 83  applied snapshot 6699763e from (n3,s3):2 at applied index 30 as write (total=63ms data=875 B excise=true ingestion=5@63ms)
I260425 12:05:03.687030 974 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r81/2:/Table/7{8-9},raft] 84  rejected lease request repl=(n2,s2):2 seq=2 start=1777118703.390298955,0 type=LeaseExpiration exp=1777118709.463474115,0 pro=1777118703.463474115,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118703.390298955,0 type=LeaseExpiration exp=1777118709.463474115,0 pro=1777118703.463474115,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118703.390298955,0 type=LeaseExpiration exp=1777118709.463474115,0 pro=1777118703.463474115,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118703.390298955,0 type=LeaseExpiration exp=1777118709.463474115,0 pro=1777118703.463474115,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:05.204512 4900 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r31/3:/Table/2{7-8}] 85  applied snapshot 83f5230d from (n1,s1):1 at applied index 27 as write (total=65ms data=879 B excise=true ingestion=5@58ms)
I260425 12:05:05.338190 4936 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r40/3:/Table/3{6-7}] 86  applied snapshot 46bc9cdd from (n3,s3):2 at applied index 25 as write (total=66ms data=806 B excise=true ingestion=5@66ms)
I260425 12:05:06.341358 4832 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r51/3:/Table/4{7-8}] 87  applied snapshot e97fec93 from (n3,s3):2 at applied index 36 as write (total=64ms data=4.2 KiB excise=true ingestion=5@64ms)
I260425 12:05:06.705424 991 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r26/2:/Table/2{2-3},raft] 88  rejected lease request repl=(n3,s3):3 seq=2 start=1777118706.392379199,0 type=LeaseExpiration exp=1777118712.450621434,0 pro=1777118706.450621434,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777118706.392379199,0 type=LeaseExpiration exp=1777118712.450621434,0 pro=1777118706.450621434,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777118706.392379199,0 type=LeaseExpiration exp=1777118712.450621434,0 pro=1777118706.450621434,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777118706.392379199,0 type=LeaseExpiration exp=1777118712.450621434,0 pro=1777118706.450621434,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:06.705659 4971 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r8/3:/Table/{3-4}] 89  applied snapshot 6f6e8186 from (n1,s1):1 at applied index 34 as write (total=66ms data=90 KiB excise=true ingestion=5@65ms)
I260425 12:05:07.434620 5046 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r32/3:/Table/2{8-9}] 90  applied snapshot 84b85ede from (n1,s1):1 at applied index 31 as write (total=24ms data=834 B excise=true ingestion=5@24ms)
I260425 12:05:07.688352 1091 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r79/2:/Table/7{6-7},raft] 91  rejected lease request repl=(n2,s2):2 seq=2 start=1777118707.394427118,0 type=LeaseExpiration exp=1777118713.460661953,0 pro=1777118707.460661953,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118707.394427118,0 type=LeaseExpiration exp=1777118713.460661953,0 pro=1777118707.460661953,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118707.394427118,0 type=LeaseExpiration exp=1777118713.460661953,0 pro=1777118707.460661953,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118707.394427118,0 type=LeaseExpiration exp=1777118713.460661953,0 pro=1777118707.460661953,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:09.320382 5151 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r37/3:/Table/3{3-4}] 92  applied snapshot 76799905 from (n1,s1):1 at applied index 21 as write (total=30ms data=764 B excise=true ingestion=5@30ms)
I260425 12:05:09.933231 5274 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r39/3:/Table/3{5-6}] 93  applied snapshot 8ad14263 from (n1,s1):1 at applied index 21 as write (total=19ms data=764 B excise=true ingestion=5@19ms)
I260425 12:05:10.639078 5302 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r38/3:/Table/3{4-5}] 94  applied snapshot 2132257d from (n1,s1):1 at applied index 21 as write (total=29ms data=764 B excise=true ingestion=5@28ms)
I260425 12:05:12.107483 5411 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r43/3:/Table/{39-40}] 95  applied snapshot 82417e5d from (n1,s1):1 at applied index 64 as write (total=68ms data=2.9 KiB excise=true ingestion=5@68ms)
I260425 12:05:12.441616 5196 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r70/3:/Table/6{7-8}] 96  applied snapshot fa90eaeb from (n3,s3):2 at applied index 25 as write (total=65ms data=806 B excise=true ingestion=5@65ms)
I260425 12:05:13.576627 5200 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r46/3:/Table/4{2-3}] 97  applied snapshot f5d1d5ff from (n1,s1):1 at applied index 22 as write (total=65ms data=764 B excise=true ingestion=5@64ms)
I260425 12:05:14.105502 1062 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r21/2:/Table/1{7-8},raft] 98  rejected lease request repl=(n2,s2):2 seq=2 start=1777118713.396008877,0 type=LeaseLeader term=7 min-exp=1777118719.483279423,0 pro=1777118713.982522873,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118713.396008877,0 type=LeaseLeader term=7 min-exp=1777118719.483279423,0 pro=1777118713.982522873,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118713.396008877,0 type=LeaseLeader term=7 min-exp=1777118719.483279423,0 pro=1777118713.982522873,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118713.396008877,0 type=LeaseLeader term=7 min-exp=1777118719.483279423,0 pro=1777118713.982522873,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:15.312521 5609 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r71/3:/Table/6{8-9}] 99  applied snapshot 14ff500f from (n3,s3):2 at applied index 90 as write (total=67ms data=1.8 KiB excise=true ingestion=5@66ms)
I260425 12:05:16.507579 5706 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r44/3:/Table/4{0-1}] 100  applied snapshot 5ae4f973 from (n1,s1):1 at applied index 23 as write (total=62ms data=822 B excise=true ingestion=5@62ms)
I260425 12:05:16.658480 974 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r9/2:/Table/{4-5},raft] 101  rejected lease request repl=(n3,s3):3 seq=2 start=1777118716.397594493,0 type=LeaseExpiration exp=1777118722.458238763,0 pro=1777118716.458238763,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777118716.397594493,0 type=LeaseExpiration exp=1777118722.458238763,0 pro=1777118716.458238763,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777118716.397594493,0 type=LeaseExpiration exp=1777118722.458238763,0 pro=1777118716.458238763,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777118716.397594493,0 type=LeaseExpiration exp=1777118722.458238763,0 pro=1777118716.458238763,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:17.210563 5719 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r52/3:/Table/{48-50}] 102  applied snapshot 21a84d84 from (n1,s1):1 at applied index 21 as write (total=64ms data=787 B excise=true ingestion=5@64ms)
I260425 12:05:17.745546 1039 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r36/2:/Table/3{2-3},raft] 103  rejected lease request repl=(n3,s3):3 seq=2 start=1777118717.398007706,0 type=LeaseExpiration exp=1777118723.595657316,0 pro=1777118717.595657316,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777118717.398007706,0 type=LeaseExpiration exp=1777118723.595657316,0 pro=1777118717.595657316,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777118717.398007706,0 type=LeaseExpiration exp=1777118723.595657316,0 pro=1777118717.595657316,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777118717.398007706,0 type=LeaseExpiration exp=1777118723.595657316,0 pro=1777118717.595657316,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:18.689687 991 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r74/2:/Table/7{1-2},raft] 104  rejected lease request repl=(n2,s2):2 seq=2 start=1777118718.400738188,0 type=LeaseExpiration exp=1777118724.466818031,0 pro=1777118718.466818031,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118718.400738188,0 type=LeaseExpiration exp=1777118724.466818031,0 pro=1777118718.466818031,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118718.400738188,0 type=LeaseExpiration exp=1777118724.466818031,0 pro=1777118718.466818031,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118718.400738188,0 type=LeaseExpiration exp=1777118724.466818031,0 pro=1777118718.466818031,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:19.829897 6124 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r55/3:/Table/5{2-3}] 105  applied snapshot e926a742 from (n1,s1):1 at applied index 21 as write (total=31ms data=764 B excise=true ingestion=5@30ms)
I260425 12:05:21.935401 6307 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r59/3:/Table/5{6-7}] 106  applied snapshot 9debdd92 from (n1,s1):1 at applied index 21 as write (total=67ms data=764 B excise=true ingestion=5@66ms)
I260425 12:05:22.644586 6303 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r62/3:/Table/{59-60}] 107  applied snapshot 144e6594 from (n1,s1):1 at applied index 21 as write (total=69ms data=764 B excise=true ingestion=5@69ms)
I260425 12:05:23.359503 6396 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r72/3:/Table/{69-70}] 108  applied snapshot a30dc8eb from (n3,s3):2 at applied index 138 as write (total=65ms data=3.5 KiB excise=true ingestion=5@65ms)
I260425 12:05:23.359652 5991 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r60/3:/Table/5{7-8}] 109  applied snapshot d192dbfd from (n1,s1):1 at applied index 21 as write (total=66ms data=764 B excise=true ingestion=5@65ms)
I260425 12:05:24.758849 6431 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r68/3:/Table/6{5-6}] 110  applied snapshot da10ef44 from (n1,s1):1 at applied index 21 as write (total=66ms data=764 B excise=true ingestion=5@65ms)
I260425 12:05:26.122122 1054 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r53/2:/Table/5{0-1},raft] 111  rejected lease request repl=(n2,s2):2 seq=2 start=1777118725.402757729,0 type=LeaseLeader term=7 min-exp=1777118731.479359622,0 pro=1777118725.993357990,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118725.402757729,0 type=LeaseLeader term=7 min-exp=1777118731.479359622,0 pro=1777118725.993357990,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118725.402757729,0 type=LeaseLeader term=7 min-exp=1777118731.479359622,0 pro=1777118725.993357990,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118725.402757729,0 type=LeaseLeader term=7 min-exp=1777118731.479359622,0 pro=1777118725.993357990,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:26.823359 6742 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r65/3:/Table/6{2-3}] 112  applied snapshot 2ee9b1fb from (n1,s1):1 at applied index 21 as write (total=65ms data=764 B excise=true ingestion=5@65ms)
I260425 12:05:27.694126 967 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r32/3:/Table/2{8-9},raft] 113  rejected lease request repl=(n2,s2):3 seq=2 start=1777118727.402830068,0 type=LeaseExpiration exp=1777118733.462637083,0 pro=1777118727.462637083,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777118727.402830068,0 type=LeaseExpiration exp=1777118733.462637083,0 pro=1777118727.462637083,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777118727.402830068,0 type=LeaseExpiration exp=1777118733.462637083,0 pro=1777118727.462637083,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777118727.402830068,0 type=LeaseExpiration exp=1777118733.462637083,0 pro=1777118727.462637083,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:28.926555 6769 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r78/3:/Table/7{5-6}] 114  applied snapshot 8e9bbe45 from (n1,s1):1 at applied index 21 as write (total=65ms data=764 B excise=true ingestion=5@65ms)
I260425 12:05:30.320304 6922 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r76/3:/Table/7{3-4}] 115  applied snapshot 3f655e22 from (n1,s1):1 at applied index 22 as write (total=26ms data=764 B excise=true ingestion=5@25ms)
I260425 12:05:30.969233 7104 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r82/3:/Table/{79-80}] 116  applied snapshot ff5e005d from (n1,s1):1 at applied index 146 as write (total=32ms data=41 KiB excise=true ingestion=5@32ms)
I260425 12:05:31.720607 7242 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n2,s2,r80/3:/Table/7{7-8}] 117  applied snapshot 173d5ede from (n1,s1):1 at applied index 230 as write (total=46ms data=4.1 KiB excise=true ingestion=5@45ms)
I260425 12:05:33.768851 1031 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r59/3:/Table/5{6-7},raft] 118  rejected lease request repl=(n3,s3):2 seq=2 start=1777118733.405767901,0 type=LeaseExpiration exp=1777118739.628186889,0 pro=1777118733.628186889,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777118733.405767901,0 type=LeaseExpiration exp=1777118739.628186889,0 pro=1777118733.628186889,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777118733.405767901,0 type=LeaseExpiration exp=1777118739.628186889,0 pro=1777118733.628186889,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777118733.405767901,0 type=LeaseExpiration exp=1777118739.628186889,0 pro=1777118733.628186889,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:37.698150 999 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r66/2:/Table/6{3-4},raft] 119  rejected lease request repl=(n2,s2):2 seq=2 start=1777118737.407602816,0 type=LeaseExpiration exp=1777118743.469574477,0 pro=1777118737.469574477,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118737.407602816,0 type=LeaseExpiration exp=1777118743.469574477,0 pro=1777118737.469574477,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118737.407602816,0 type=LeaseExpiration exp=1777118743.469574477,0 pro=1777118737.469574477,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118737.407602816,0 type=LeaseExpiration exp=1777118743.469574477,0 pro=1777118737.469574477,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:38.638528 993 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r58/2:/Table/5{5-6},raft] 120  rejected lease request repl=(n2,s2):2 seq=2 start=1777118738.407901975,0 type=LeaseExpiration exp=1777118744.450261701,0 pro=1777118738.450261701,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118738.407901975,0 type=LeaseExpiration exp=1777118744.450261701,0 pro=1777118738.450261701,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118738.407901975,0 type=LeaseExpiration exp=1777118744.450261701,0 pro=1777118738.450261701,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118738.407901975,0 type=LeaseExpiration exp=1777118744.450261701,0 pro=1777118738.450261701,0 acq=Request: ‹proposed under invalid lease›
I260425 12:05:41.655502 1051 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r77/2:/Table/7{4-5},raft] 121  rejected lease request repl=(n2,s2):2 seq=2 start=1777118741.409785712,0 type=LeaseExpiration exp=1777118747.450851755,0 pro=1777118741.450851755,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118741.409785712,0 type=LeaseExpiration exp=1777118747.450851755,0 pro=1777118741.450851755,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118741.409785712,0 type=LeaseExpiration exp=1777118747.450851755,0 pro=1777118741.450851755,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118741.409785712,0 type=LeaseExpiration exp=1777118747.450851755,0 pro=1777118741.450851755,0 acq=Request: ‹proposed under invalid lease›
I260425 12:06:10.873405 1030 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r19/2:/Table/1{5-6},raft] 122  rejected lease request repl=(n2,s2):2 seq=2 start=1777118770.643653842,0 type=LeaseExpiration exp=1777118776.686517817,0 pro=1777118770.686517817,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118770.643653842,0 type=LeaseExpiration exp=1777118776.686517817,0 pro=1777118770.686517817,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118770.643653842,0 type=LeaseExpiration exp=1777118776.686517817,0 pro=1777118770.686517817,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118770.643653842,0 type=LeaseExpiration exp=1777118776.686517817,0 pro=1777118770.686517817,0 acq=Request: ‹proposed under invalid lease›
I260425 12:07:46.590053 1035 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r84/2:/Table/106{-/1/‹1333›…},raft] 123  rejected lease request repl=(n2,s2):2 seq=2 start=1777118866.199859756,0 type=LeaseExpiration exp=1777118872.498834995,0 pro=1777118866.498834995,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777118866.199859756,0 type=LeaseExpiration exp=1777118872.498834995,0 pro=1777118866.498834995,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777118866.199859756,0 type=LeaseExpiration exp=1777118872.498834995,0 pro=1777118866.498834995,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777118866.199859756,0 type=LeaseExpiration exp=1777118872.498834995,0 pro=1777118866.498834995,0 acq=Request: ‹proposed under invalid lease›
I260425 12:08:17.540045 1034 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r84/2:/Table/106{-/1/‹1333›…},raft] 124  rejected lease request repl=(n3,s3):3 seq=3 start=1777118897.329614688,0 type=LeaseExpiration exp=1777118903.445006670,0 pro=1777118897.445006670,0 acq=Request; current lease repl=(n3,s3):3 seq=3 start=1777118897.329614688,0 type=LeaseExpiration exp=1777118903.445006670,0 pro=1777118897.445006670,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=3 start=1777118897.329614688,0 type=LeaseExpiration exp=1777118903.445006670,0 pro=1777118897.445006670,0 acq=Request with repl=(n3,s3):3 seq=3 start=1777118897.329614688,0 type=LeaseExpiration exp=1777118903.445006670,0 pro=1777118897.445006670,0 acq=Request: ‹proposed under invalid lease›
I260425 12:12:08.141254 1091 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r95/2:/Table/106/1/{‹-2112›…-‹13336›…},raft] 125  rejected lease request repl=(n2,s2):2 seq=4 start=1777119127.977476689,0 type=LeaseExpiration exp=1777119134.104388329,0 pro=1777119128.104388329,0 acq=Request; current lease repl=(n2,s2):2 seq=4 start=1777119127.977476689,0 type=LeaseExpiration exp=1777119134.104388329,0 pro=1777119128.104388329,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=4 start=1777119127.977476689,0 type=LeaseExpiration exp=1777119134.104388329,0 pro=1777119128.104388329,0 acq=Request with repl=(n2,s2):2 seq=4 start=1777119127.977476689,0 type=LeaseExpiration exp=1777119134.104388329,0 pro=1777119128.104388329,0 acq=Request: ‹proposed under invalid lease›
I260425 12:13:11.912493 1094 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r95/2:/Table/106/1/{‹-2112›…-‹13336›…},raft] 126  rejected lease request repl=(n3,s3):3 seq=5 start=1777119191.676477473,0 type=LeaseExpiration exp=1777119197.862285950,0 pro=1777119191.862285950,0 acq=Request; current lease repl=(n3,s3):3 seq=5 start=1777119191.676477473,0 type=LeaseExpiration exp=1777119197.862285950,0 pro=1777119191.862285950,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=5 start=1777119191.676477473,0 type=LeaseExpiration exp=1777119197.862285950,0 pro=1777119191.862285950,0 acq=Request with repl=(n3,s3):3 seq=5 start=1777119191.676477473,0 type=LeaseExpiration exp=1777119197.862285950,0 pro=1777119191.862285950,0 acq=Request: ‹proposed under invalid lease›
I260425 12:13:49.353372 1094 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r95/2:/Table/106/1/{‹-2112›…-‹13336›…},raft] 127  rejected lease request repl=(n2,s2):2 seq=6 start=1777119229.108104650,0 type=LeaseExpiration exp=1777119235.328687687,0 pro=1777119229.328687687,0 acq=Request; current lease repl=(n2,s2):2 seq=6 start=1777119229.108104650,0 type=LeaseExpiration exp=1777119235.328687687,0 pro=1777119229.328687687,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=6 start=1777119229.108104650,0 type=LeaseExpiration exp=1777119235.328687687,0 pro=1777119229.328687687,0 acq=Request with repl=(n2,s2):2 seq=6 start=1777119229.108104650,0 type=LeaseExpiration exp=1777119235.328687687,0 pro=1777119229.328687687,0 acq=Request: ‹proposed under invalid lease›
I260425 12:13:54.296079 1094 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r87/2:/Table/106/1/{‹66249›…-‹80025›…},raft] 128  rejected lease request repl=(n3,s3):3 seq=2 start=1777119234.039097798,0 type=LeaseExpiration exp=1777119240.233898113,0 pro=1777119234.233898113,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777119234.039097798,0 type=LeaseExpiration exp=1777119240.233898113,0 pro=1777119234.233898113,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777119234.039097798,0 type=LeaseExpiration exp=1777119240.233898113,0 pro=1777119234.233898113,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777119234.039097798,0 type=LeaseExpiration exp=1777119240.233898113,0 pro=1777119234.233898113,0 acq=Request: ‹proposed under invalid lease›
I260425 12:14:46.258067 1072 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r86/2:/Table/106/1/{‹42475›…-‹66249›…},raft] 129  rejected lease request repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseExpiration exp=1777119292.172500730,0 pro=1777119286.172500730,0 acq=Request; current lease repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseExpiration exp=1777119292.172500730,0 pro=1777119286.172500730,0 acq=Request; err: cannot replace lease repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseExpiration exp=1777119292.172500730,0 pro=1777119286.172500730,0 acq=Request with repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseExpiration exp=1777119292.172500730,0 pro=1777119286.172500730,0 acq=Request: ‹proposed under invalid lease›
I260425 12:15:29.414056 985 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r90/2:/Table/106/1/{‹55078›…-‹66249›…},raft] 130  rejected lease request repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseLeader term=6 min-exp=1777119335.247580359,0 pro=1777119329.401191806,0 acq=Request; current lease repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseLeader term=6 min-exp=1777119335.247580359,0 pro=1777119329.401191806,0 acq=Request; err: cannot replace lease repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseLeader term=6 min-exp=1777119335.247580359,0 pro=1777119329.401191806,0 acq=Request with repl=(n1,s1):1 seq=3 start=1777119285.988232497,0 type=LeaseLeader term=6 min-exp=1777119335.247580359,0 pro=1777119329.401191806,0 acq=Request: ‹proposed under invalid lease›
I260425 12:15:33.414038 1080 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n2,s2,r86/2:/Table/106/1/{‹42475›…-‹55078›…},raft] 131  rejected lease request repl=(n3,s3):3 seq=4 start=1777119333.126754187,0 type=LeaseExpiration exp=1777119339.299381313,0 pro=1777119333.299381313,0 acq=Request; current lease repl=(n3,s3):3 seq=4 start=1777119333.126754187,0 type=LeaseExpiration exp=1777119339.299381313,0 pro=1777119333.299381313,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=4 start=1777119333.126754187,0 type=LeaseExpiration exp=1777119339.299381313,0 pro=1777119333.299381313,0 acq=Request with repl=(n3,s3):3 seq=4 start=1777119333.126754187,0 type=LeaseExpiration exp=1777119339.299381313,0 pro=1777119333.299381313,0 acq=Request: ‹proposed under invalid lease›
I260425 12:25:21.657627 154320 15@kv/kvserver/mvcc_gc_queue.go:694 ⋮ [T1,Vsystem,n2,mvccGC,s2,r3/3:/System/NodeLiveness{-Max}] 132  GC processing; score ‹queue=true with 1.04/fuzz(0.99)=1.05=valScaleScore(1.06)*deadFrac(1.00)+intentScore(0.00)›
I260425 12:25:21.657627 154320 15@kv/kvserver/mvcc_gc_queue.go:694 ⋮ [T1,Vsystem,n2,mvccGC,s2,r3/3:/System/NodeLiveness{-Max}] 132 +‹likely last GC: never, 44 KiB non-live, curr. age 27 MiB*s, min exp. reduction: 1.5 MiB*s›; gcTimestamp=1777119916.642857264,0, oldThreshold=0,0, newThreshold=1777119316.642857264,0
