I260425 11:27:36.365434 784 util/log/file_sync_buffer.go:237 ⋮ [config]   file created at: 2026/04/25 11:27:36
I260425 11:28:10.979416 964 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r40/2:/Table/3{6-7},raft] 85  rejected lease request repl=(n3,s3):2 seq=2 start=1777116490.841383259,0 type=LeaseExpiration exp=1777116496.875736860,0 pro=1777116490.875736860,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116490.841383259,0 type=LeaseExpiration exp=1777116496.875736860,0 pro=1777116490.875736860,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116490.841383259,0 type=LeaseExpiration exp=1777116496.875736860,0 pro=1777116490.875736860,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116490.841383259,0 type=LeaseExpiration exp=1777116496.875736860,0 pro=1777116490.875736860,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:11.261415 4109 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r39/3:/Table/3{5-6}] 86  applied snapshot 698df233 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@32ms)
I260425 11:28:11.610616 4111 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r44/3:/Table/4{0-1}] 87  applied snapshot e82c3e13 from (n1,s1):1 at applied index 23 as write (total=33ms data=822 B excise=true ingestion=5@33ms)
I260425 11:28:12.290054 4242 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r46/3:/Table/4{2-3}] 88  applied snapshot 227936e4 from (n1,s1):1 at applied index 21 as write (total=34ms data=764 B excise=true ingestion=5@33ms)
I260425 11:28:13.037375 4260 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r48/3:/Table/4{4-5}] 89  applied snapshot df50eb11 from (n1,s1):1 at applied index 21 as write (total=36ms data=764 B excise=true ingestion=5@36ms)
I260425 11:28:13.304618 4118 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r73/3:/Table/7{0-1}] 90  applied snapshot ff57db27 from (n2,s2):2 at applied index 36 as write (total=33ms data=806 B excise=true ingestion=5@33ms)
I260425 11:28:13.701534 4121 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r50/3:/Table/4{6-7}] 91  applied snapshot 01c6bc4f from (n1,s1):1 at applied index 24 as write (total=12ms data=1.1 KiB excise=true ingestion=5@11ms)
I260425 11:28:13.988253 1011 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r58/2:/Table/5{5-6},raft] 92  rejected lease request repl=(n3,s3):2 seq=2 start=1777116493.843252656,0 type=LeaseExpiration exp=1777116499.878613252,0 pro=1777116493.878613252,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116493.843252656,0 type=LeaseExpiration exp=1777116499.878613252,0 pro=1777116493.878613252,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116493.843252656,0 type=LeaseExpiration exp=1777116499.878613252,0 pro=1777116493.878613252,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116493.843252656,0 type=LeaseExpiration exp=1777116499.878613252,0 pro=1777116493.878613252,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:14.346832 4486 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r51/3:/Table/4{7-8}] 93  applied snapshot 0e60fac0 from (n1,s1):1 at applied index 32 as write (total=13ms data=4.1 KiB excise=true ingestion=5@12ms)
I260425 11:28:14.704196 4441 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r53/3:/Table/5{0-1}] 94  applied snapshot 3811c4a4 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@32ms)
I260425 11:28:15.068774 4578 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r54/3:/Table/5{1-2}] 95  applied snapshot 12246601 from (n1,s1):1 at applied index 21 as write (total=33ms data=764 B excise=true ingestion=5@32ms)
I260425 11:28:15.297494 4597 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r71/3:/Table/6{8-9}] 96  applied snapshot cbaeeda9 from (n2,s2):2 at applied index 40 as write (total=29ms data=1.1 KiB excise=true ingestion=5@29ms)
I260425 11:28:16.086585 4678 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r57/3:/Table/5{4-5}] 97  applied snapshot ca62f6b9 from (n1,s1):1 at applied index 125 as write (total=30ms data=5.6 KiB excise=true ingestion=5@30ms)
I260425 11:28:16.421875 4707 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r60/3:/Table/5{7-8}] 98  applied snapshot 1747e802 from (n1,s1):1 at applied index 21 as write (total=34ms data=764 B excise=true ingestion=5@33ms)
I260425 11:28:16.783899 4637 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r61/3:/Table/5{8-9}] 99  applied snapshot 793ef7fa from (n1,s1):1 at applied index 21 as write (total=31ms data=764 B excise=true ingestion=5@30ms)
I260425 11:28:16.982274 1044 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r68/2:/Table/6{5-6},raft] 100  rejected lease request repl=(n3,s3):2 seq=2 start=1777116496.843935896,0 type=LeaseExpiration exp=1777116502.874142426,0 pro=1777116496.874142426,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116496.843935896,0 type=LeaseExpiration exp=1777116502.874142426,0 pro=1777116496.874142426,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116496.843935896,0 type=LeaseExpiration exp=1777116502.874142426,0 pro=1777116496.874142426,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116496.843935896,0 type=LeaseExpiration exp=1777116502.874142426,0 pro=1777116496.874142426,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:17.470447 4718 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r64/3:/Table/6{1-2}] 101  applied snapshot 18dcf817 from (n1,s1):1 at applied index 21 as write (total=29ms data=764 B excise=true ingestion=5@28ms)
I260425 11:28:18.452551 4815 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r65/3:/Table/6{2-3}] 102  applied snapshot 41e60672 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@32ms)
I260425 11:28:18.798591 4930 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r72/3:/Table/{69-70}] 103  applied snapshot 16d26c8c from (n1,s1):1 at applied index 34 as write (total=32ms data=1.0 KiB excise=true ingestion=5@32ms)
I260425 11:28:19.994194 1065 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r21/3:/Table/1{7-8},raft] 104  rejected lease request repl=(n2,s2):2 seq=2 start=1777116499.845552093,0 type=LeaseExpiration exp=1777116505.869317492,0 pro=1777116499.869317492,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777116499.845552093,0 type=LeaseExpiration exp=1777116505.869317492,0 pro=1777116499.869317492,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777116499.845552093,0 type=LeaseExpiration exp=1777116505.869317492,0 pro=1777116499.869317492,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777116499.845552093,0 type=LeaseExpiration exp=1777116505.869317492,0 pro=1777116499.869317492,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:20.092331 4999 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r76/3:/Table/7{3-4}] 105  applied snapshot e12a4d51 from (n1,s1):1 at applied index 22 as write (total=29ms data=764 B excise=true ingestion=5@28ms)
I260425 11:28:21.122522 5032 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r77/3:/Table/7{4-5}] 106  applied snapshot 87cf3995 from (n1,s1):1 at applied index 21 as write (total=32ms data=764 B excise=true ingestion=5@32ms)
I260425 11:28:21.522856 5110 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r79/3:/Table/7{6-7}] 107  applied snapshot 1952b436 from (n1,s1):1 at applied index 21 as write (total=34ms data=764 B excise=true ingestion=5@33ms)
I260425 11:28:21.988646 981 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r65/3:/Table/6{2-3},raft] 108  rejected lease request repl=(n2,s2):2 seq=2 start=1777116501.845801381,0 type=LeaseExpiration exp=1777116507.878532678,0 pro=1777116501.878532678,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777116501.845801381,0 type=LeaseExpiration exp=1777116507.878532678,0 pro=1777116501.878532678,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777116501.845801381,0 type=LeaseExpiration exp=1777116507.878532678,0 pro=1777116501.878532678,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777116501.845801381,0 type=LeaseExpiration exp=1777116507.878532678,0 pro=1777116501.878532678,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:22.308538 5186 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r81/3:/Table/7{8-9}] 109  applied snapshot 67276725 from (n1,s1):1 at applied index 22 as write (total=31ms data=764 B excise=true ingestion=5@31ms)
I260425 11:28:22.697605 5147 15@kv/kvserver/replica_raftstorage.go:572 ⋮ [T1,Vsystem,n3,s3,r82/3:/Table/{79-80}] 110  applied snapshot 33357df2 from (n1,s1):1 at applied index 70 as write (total=33ms data=27 KiB excise=true ingestion=5@32ms)
I260425 11:28:23.926848 1055 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r44/3:/Table/4{0-1},raft] 111  rejected lease request repl=(n2,s2):2 seq=2 start=1777116503.846861435,0 type=LeaseExpiration exp=1777116509.862359102,0 pro=1777116503.862359102,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777116503.846861435,0 type=LeaseExpiration exp=1777116509.862359102,0 pro=1777116503.862359102,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777116503.846861435,0 type=LeaseExpiration exp=1777116509.862359102,0 pro=1777116503.862359102,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777116503.846861435,0 type=LeaseExpiration exp=1777116509.862359102,0 pro=1777116503.862359102,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:27.976152 1068 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r77/3:/Table/7{4-5},raft] 112  rejected lease request repl=(n3,s3):3 seq=2 start=1777116507.848416322,0 type=LeaseExpiration exp=1777116513.869116288,0 pro=1777116507.869116288,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777116507.848416322,0 type=LeaseExpiration exp=1777116513.869116288,0 pro=1777116507.869116288,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777116507.848416322,0 type=LeaseExpiration exp=1777116513.869116288,0 pro=1777116507.869116288,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777116507.848416322,0 type=LeaseExpiration exp=1777116513.869116288,0 pro=1777116507.869116288,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:29.433413 972 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r8/2:/Table/{3-4},raft] 113  rejected lease request repl=(n3,s3):2 seq=2 start=1777116508.848738196,0 type=LeaseLeader term=7 min-exp=1777116514.885341937,0 pro=1777116509.372700620,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116508.848738196,0 type=LeaseLeader term=7 min-exp=1777116514.885341937,0 pro=1777116509.372700620,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116508.848738196,0 type=LeaseLeader term=7 min-exp=1777116514.885341937,0 pro=1777116509.372700620,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116508.848738196,0 type=LeaseLeader term=7 min-exp=1777116514.885341937,0 pro=1777116509.372700620,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:30.427775 1062 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r5/2:/System{/tsd-‹tse›},raft] 114  rejected lease request repl=(n2,s2):3 seq=2 start=1777116509.849063742,0 type=LeaseExpiration exp=1777116516.336835424,0 pro=1777116510.336835424,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777116509.849063742,0 type=LeaseExpiration exp=1777116516.336835424,0 pro=1777116510.336835424,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777116509.849063742,0 type=LeaseExpiration exp=1777116516.336835424,0 pro=1777116510.336835424,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777116509.849063742,0 type=LeaseExpiration exp=1777116516.336835424,0 pro=1777116510.336835424,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:32.441376 1045 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r20/2:/Table/1{6-7},raft] 115  rejected lease request repl=(n2,s2):3 seq=2 start=1777116511.850463508,0 type=LeaseExpiration exp=1777116518.344104381,0 pro=1777116512.344104381,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777116511.850463508,0 type=LeaseExpiration exp=1777116518.344104381,0 pro=1777116512.344104381,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777116511.850463508,0 type=LeaseExpiration exp=1777116518.344104381,0 pro=1777116512.344104381,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777116511.850463508,0 type=LeaseExpiration exp=1777116518.344104381,0 pro=1777116512.344104381,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:39.990387 1036 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r51/3:/Table/4{7-8},raft] 116  rejected lease request repl=(n3,s3):3 seq=2 start=1777116519.852411940,0 type=LeaseExpiration exp=1777116525.881606964,0 pro=1777116519.881606964,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777116519.852411940,0 type=LeaseExpiration exp=1777116525.881606964,0 pro=1777116519.881606964,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777116519.852411940,0 type=LeaseExpiration exp=1777116525.881606964,0 pro=1777116519.881606964,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777116519.852411940,0 type=LeaseExpiration exp=1777116525.881606964,0 pro=1777116519.881606964,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:42.158441 1058 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r85/2:/{Table/106/1/…-Max},raft] 117  rejected lease request repl=(n2,s2):3 seq=2 start=1777116521.919072058,0 type=LeaseExpiration exp=1777116528.061643622,0 pro=1777116522.061643622,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777116521.919072058,0 type=LeaseExpiration exp=1777116528.061643622,0 pro=1777116522.061643622,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777116521.919072058,0 type=LeaseExpiration exp=1777116528.061643622,0 pro=1777116522.061643622,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777116521.919072058,0 type=LeaseExpiration exp=1777116528.061643622,0 pro=1777116522.061643622,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:46.491573 991 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r49/2:/Table/4{5-6},raft] 118  rejected lease request repl=(n2,s2):3 seq=2 start=1777116525.854711720,0 type=LeaseExpiration exp=1777116532.357706545,0 pro=1777116526.357706545,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777116525.854711720,0 type=LeaseExpiration exp=1777116532.357706545,0 pro=1777116526.357706545,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777116525.854711720,0 type=LeaseExpiration exp=1777116532.357706545,0 pro=1777116526.357706545,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777116525.854711720,0 type=LeaseExpiration exp=1777116532.357706545,0 pro=1777116526.357706545,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:46.985703 1042 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r12/3:/Table/{7-8},raft] 119  rejected lease request repl=(n2,s2):2 seq=2 start=1777116526.855590123,0 type=LeaseExpiration exp=1777116532.886038322,0 pro=1777116526.886038322,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777116526.855590123,0 type=LeaseExpiration exp=1777116532.886038322,0 pro=1777116526.886038322,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777116526.855590123,0 type=LeaseExpiration exp=1777116532.886038322,0 pro=1777116526.886038322,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777116526.855590123,0 type=LeaseExpiration exp=1777116532.886038322,0 pro=1777116526.886038322,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:47.984190 1069 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r37/3:/Table/3{3-4},raft] 120  rejected lease request repl=(n3,s3):3 seq=2 start=1777116527.856478996,0 type=LeaseExpiration exp=1777116533.887775004,0 pro=1777116527.887775004,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777116527.856478996,0 type=LeaseExpiration exp=1777116533.887775004,0 pro=1777116527.887775004,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777116527.856478996,0 type=LeaseExpiration exp=1777116533.887775004,0 pro=1777116527.887775004,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777116527.856478996,0 type=LeaseExpiration exp=1777116533.887775004,0 pro=1777116527.887775004,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:50.014716 1037 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r27/3:/Table/2{3-4},raft] 121  rejected lease request repl=(n3,s3):3 seq=2 start=1777116529.857135777,0 type=LeaseExpiration exp=1777116535.888019293,0 pro=1777116529.888019293,0 acq=Request; current lease repl=(n3,s3):3 seq=2 start=1777116529.857135777,0 type=LeaseExpiration exp=1777116535.888019293,0 pro=1777116529.888019293,0 acq=Request; err: cannot replace lease repl=(n3,s3):3 seq=2 start=1777116529.857135777,0 type=LeaseExpiration exp=1777116535.888019293,0 pro=1777116529.888019293,0 acq=Request with repl=(n3,s3):3 seq=2 start=1777116529.857135777,0 type=LeaseExpiration exp=1777116535.888019293,0 pro=1777116529.888019293,0 acq=Request: ‹proposed under invalid lease›
I260425 11:28:55.447611 990 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r25/2:/Table/2{1-2},raft] 122  rejected lease request repl=(n2,s2):3 seq=2 start=1777116534.858778115,0 type=LeaseExpiration exp=1777116541.353955502,0 pro=1777116535.353955502,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777116534.858778115,0 type=LeaseExpiration exp=1777116541.353955502,0 pro=1777116535.353955502,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777116534.858778115,0 type=LeaseExpiration exp=1777116541.353955502,0 pro=1777116535.353955502,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777116534.858778115,0 type=LeaseExpiration exp=1777116541.353955502,0 pro=1777116535.353955502,0 acq=Request: ‹proposed under invalid lease›
I260425 11:29:18.887238 1058 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r85/2:/{Table/106/1/…-Max},raft] 123  rejected lease request repl=(n3,s3):2 seq=3 start=1777116558.731932875,0 type=LeaseExpiration exp=1777116564.851047524,0 pro=1777116558.851047524,0 acq=Request; current lease repl=(n3,s3):2 seq=3 start=1777116558.731932875,0 type=LeaseExpiration exp=1777116564.851047524,0 pro=1777116558.851047524,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=3 start=1777116558.731932875,0 type=LeaseExpiration exp=1777116564.851047524,0 pro=1777116558.851047524,0 acq=Request with repl=(n3,s3):2 seq=3 start=1777116558.731932875,0 type=LeaseExpiration exp=1777116564.851047524,0 pro=1777116558.851047524,0 acq=Request: ‹proposed under invalid lease›
I260425 11:29:33.886626 967 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r24/3:/Table/2{0-1},raft] 124  rejected lease request repl=(n2,s2):2 seq=2 start=1777116573.607096169,0 type=LeaseLeader term=7 min-exp=1777116579.617977758,0 pro=1777116573.853149886,0 acq=Request; current lease repl=(n2,s2):2 seq=2 start=1777116573.607096169,0 type=LeaseLeader term=7 min-exp=1777116579.617977758,0 pro=1777116573.853149886,0 acq=Request; err: cannot replace lease repl=(n2,s2):2 seq=2 start=1777116573.607096169,0 type=LeaseLeader term=7 min-exp=1777116579.617977758,0 pro=1777116573.853149886,0 acq=Request with repl=(n2,s2):2 seq=2 start=1777116573.607096169,0 type=LeaseLeader term=7 min-exp=1777116579.617977758,0 pro=1777116573.853149886,0 acq=Request: ‹proposed under invalid lease›
I260425 11:29:45.200764 1068 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r85/2:/Table/106/1/{‹-3676›…-‹45136›…},raft] 125  rejected lease request repl=(n2,s2):3 seq=4 start=1777116585.082923419,0 type=LeaseExpiration exp=1777116591.149596897,0 pro=1777116585.149596897,0 acq=Request; current lease repl=(n2,s2):3 seq=4 start=1777116585.082923419,0 type=LeaseExpiration exp=1777116591.149596897,0 pro=1777116585.149596897,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=4 start=1777116585.082923419,0 type=LeaseExpiration exp=1777116591.149596897,0 pro=1777116585.149596897,0 acq=Request with repl=(n2,s2):3 seq=4 start=1777116585.082923419,0 type=LeaseExpiration exp=1777116591.149596897,0 pro=1777116585.149596897,0 acq=Request: ‹proposed under invalid lease›
I260425 11:34:29.102035 1055 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r84/2:/Table/106{-/1/‹-508›…},raft] 126  rejected lease request repl=(n3,s3):2 seq=2 start=1777116868.844445799,0 type=LeaseExpiration exp=1777116875.059261501,0 pro=1777116869.059261501,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777116868.844445799,0 type=LeaseExpiration exp=1777116875.059261501,0 pro=1777116869.059261501,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777116868.844445799,0 type=LeaseExpiration exp=1777116875.059261501,0 pro=1777116869.059261501,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777116868.844445799,0 type=LeaseExpiration exp=1777116875.059261501,0 pro=1777116869.059261501,0 acq=Request: ‹proposed under invalid lease›
I260425 11:36:42.001574 1104 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r87/2:/Table/106/1/‹-›{‹27263›…-‹15367›…},raft] 127  rejected lease request repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request: ‹proposed under invalid lease›
I260425 11:36:42.017153 1104 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r87/2:/Table/106/1/‹-›{‹27263›…-‹15367›…},raft] 128  rejected lease request repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request; current lease repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request; err: cannot replace lease repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request with repl=(n3,s3):2 seq=2 start=1777117001.793208498,0 type=LeaseExpiration exp=1777117007.991239324,0 pro=1777117001.991239324,0 acq=Request: ‹proposed under invalid lease›
I260425 11:36:42.234218 975 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r88/2:/Table/106/1/‹-›{‹15367›…-‹36768›…},raft] 129  rejected lease request repl=(n2,s2):3 seq=2 start=1777117002.009983271,0 type=LeaseExpiration exp=1777117008.189412834,0 pro=1777117002.189412834,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777117002.009983271,0 type=LeaseExpiration exp=1777117008.189412834,0 pro=1777117002.189412834,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777117002.009983271,0 type=LeaseExpiration exp=1777117008.189412834,0 pro=1777117002.189412834,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777117002.009983271,0 type=LeaseExpiration exp=1777117008.189412834,0 pro=1777117002.189412834,0 acq=Request: ‹proposed under invalid lease›
I260425 11:36:42.390971 988 15@kv/kvserver/kvserverbase/forced_error.go:87 ⋮ [T1,Vsystem,n3,s3,r89/2:/Table/106/1/‹-›{‹39887›…-‹27263›…},raft] 130  rejected lease request repl=(n2,s2):3 seq=2 start=1777117002.188113608,0 type=LeaseExpiration exp=1777117008.377148875,0 pro=1777117002.377148875,0 acq=Request; current lease repl=(n2,s2):3 seq=2 start=1777117002.188113608,0 type=LeaseExpiration exp=1777117008.377148875,0 pro=1777117002.377148875,0 acq=Request; err: cannot replace lease repl=(n2,s2):3 seq=2 start=1777117002.188113608,0 type=LeaseExpiration exp=1777117008.377148875,0 pro=1777117002.377148875,0 acq=Request with repl=(n2,s2):3 seq=2 start=1777117002.188113608,0 type=LeaseExpiration exp=1777117008.377148875,0 pro=1777117002.377148875,0 acq=Request: ‹proposed under invalid lease›
I260425 11:43:48.958390 970 15@kv/kvserver/store_raft.go:776 ⋮ [T1,Vsystem,n3,s3,r96/2:/{Table/106/1/…-Max},raft] 131  raft ready handling: 0.58s [append=0.00s, apply=0.00s, sync=0.58s, other=0.00s], wrote [append-batch=2.5 KiB, append-ent=2.1 KiB (8), apply=530 B (2)] pebble stats: [commit-wait 105ns wal-rot 575.044852ms sem 149ns]; node might be overloaded
I260425 11:43:48.958439 1104 15@kv/kvserver/store_raft.go:776 ⋮ [T1,Vsystem,n3,s3,r87/2:/Table/106/1/‹-›{‹27263›…-‹15367›…},raft] 132  raft ready handling: 0.58s [append=0.00s, apply=0.00s, sync=0.58s, other=0.00s], wrote [append-batch=329 B, append-ent=265 B (1), ] pebble stats: [commit-wait 90ns sem 223ns]; node might be overloaded
